F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
753.14,-11434.32,-281.33,31064.28,621.81,-14.13,1323.82,11.5,-48.48,-132.33,0,1176.74,-523.92,-4.68,2.94,41.79,14.74,-12176.61,23.22,Low,-264.48,233.68,201.22,-18.03,-36934.23,-140.56,Rest,-107.54,8282.7,12,-48.37,-349.32,-78.39,-1229.85,-0.4,4122.72,1292.84
1061.22,-22547.91,11.93,35617.4,572.79,-14.16,1954,7.46,-26.18,-81.19,6,1168.81,-488.76,-14.04,1.14,47.79,11.53,-41960.22,-449.06,High,-461.9,310.52,0.1,-180.21,-18191.19,-122.47,UK,-94.09,-8555.84,12,-3.75,-831.41,-47.28,-1024.14,7.08,2755.06,-141.66
288.96,-13732.14,66.15,34550.08,607.98,-9.11,884.1,12.74,-72.28,-20.13,7,953.36,-478.47,-18.15,4.02,20.58,16.98,-17324.34,-395.79,Very high,-282.14,132.16,0.04,-147.63,-23880.24,-76.9,Europe,-106.2,596.08,6,4.8,-622.49,-43.65,-0.33,8.74,3387.68,-1002.37
962.02,-2659.65,-408.73,27095.04,377.55,-12.2,2634.88,14.09,58.3,-68.65,3,937.37,-617.79,-8.16,8.34,58.5,14.61,-32690.46,-651.85,Very low,-333.34,244.2,4.36,-96.18,-18887.79,-174.51,Rest,-59.75,18351.76,8,-5.93,-444.09,-42.18,-658.8,-1,3973.2,331.24
551.62,-7857.27,405.57,8497,569.82,-13.98,1404.34,3.73,-176.34,-2.13,4,1328.34,-550.74,-3.66,3.09,13.17,22.51,-25696.65,-322.4,Very high,-128.48,154.6,20.7,-186.51,-35235.54,-185.35,Europe,-148.78,6396,14,-47.81,-1257.2,-72.78,-1145.34,3.56,3519.48,1323.11
2033.78,-6823.23,-917.17,19276.78,555.87,-13.24,1024,13.89,-84.4,-65.39,8,1544.72,-530.25,-9.51,13.56,60.39,16.62,-31916.04,-355.43,Medium,-446.84,365.16,0.22,-138.72,-20637.57,-82.52,UK,-74.39,13241.82,2,77.01,564.93,-51.48,-2118.81,9.86,3355.4,3091.09
496.02,-16176.93,-351.77,22338.66,599.55,-14.7,2056.76,-6.9,182.68,0.52,5,716.36,-575.4,-7.44,5.22,47.49,16.04,-15964.56,-698.21,Medium,-338.02,130.92,0.32,-163.44,-25777.47,-29.76,UK,24.24,15949.34,8,-33.62,269.2,-54.3,-610.08,-0.52,3149.64,1039.57
1454.74,-9647.37,-164.88,22937.34,533.25,-12.86,2035.14,12.47,5.98,-20.23,0,731.78,-804.93,-6.45,8.16,44.58,12.92,-28591.86,-403.55,Very high,-291.56,155.84,0.98,-217.62,-30306.9,-188.75,Europe,-161.01,6865.5,12,1.68,-649.01,-29.1,-2475.69,0.24,3249.74,2297.39
949.12,-6791.85,-81.46,21647,585.6,-12.64,2749.4,7.04,-59.18,-76.82,5,915.85,-488.91,-15.09,7.92,52.83,8.31,-21361.86,-625.85,Medium,-144.82,175.56,0.12,-67.47,-25880.67,-86.81,Rest,-121.66,14214.28,14,-0.35,-387.22,-58.92,-84.54,4.36,4334.32,-171.98
407.84,-9646.65,-434.09,23135.58,490.11,-14.52,1256.58,10.12,-164.24,-48.89,3,1470.38,-658.83,-13.59,7.26,34.95,12.2,-26200.29,-517.04,Very high,-310.86,147.68,0.08,-194.58,-25592.46,-106.16,Europe,-69.35,4359.76,10,-17.83,-450.34,-42.45,-1730.73,11.68,4063.06,920.68
497.36,-27396.57,-621.31,28144.38,598.86,-15.38,2044.7,6.89,53.28,-70.54,9,1122.99,-579.06,-12.18,12.84,41.58,13.73,-26396.37,-298.33,Very high,-172.34,154.44,0.16,-196.95,-17545.29,-115.58,Rest,-122.8,8411.18,10,3.65,-326.99,-60.66,-2071.68,2.22,4482.36,202.36
862.08,-16057.14,-432.75,20399.46,897.81,-12.53,1198.72,8.18,-72.02,-55.32,2,909.08,-356.16,-8.97,17.49,35.52,15.52,-21186.45,-286.75,Very low,-325.4,334.44,10.32,-209.43,-26028.93,-154.11,UK,-129.35,11701.82,8,-18.18,191.76,-59.52,-1824,8.84,3266.28,2167.31
637.04,-962.94,-104.7,19670.48,621.54,-13.71,1748.84,9.01,-43.08,-3.21,3,1242.39,-922.08,-12,4.83,49.89,12.46,-34658.25,-548.42,High,-282.92,216.28,0.56,-149.61,-56128.41,-131.2,UK,-135.26,-2629.8,8,19.14,-456.91,-51.06,-3206.34,-8.48,3652.82,3105.21
842.94,-12179.28,168.81,20714.42,484.95,-14.49,1099.42,5.81,14.58,-25.36,2,1455.96,-599.37,-12.78,3.57,38.16,12.75,-4182.03,-788.77,Medium,-372.66,206.32,0.12,-266.49,-39801.54,-65.16,UK,-99.84,837.8,8,11.93,-485.19,-59.58,-1456.02,8.64,3363.78,191.04
1205.84,-8566.35,6.97,26087.1,655.02,-13.69,2356.26,7.92,-22.86,-69.05,5,984.02,-546.54,-4.89,5.64,42.33,12.16,-10769.64,130.62,High,-497.52,138.86,959.98,-74.04,-28433.37,-95.48,Rest,-132.25,4893.28,8,-12.39,-50.32,-55.38,-80.67,4.4,4360.52,1327.06
1452.58,-23145.39,-445.43,24950.28,559.44,-10.04,1519.24,13.94,-12.78,-65.22,5,1476.17,-555.63,-12.87,20.79,50.19,-2.79,-19668.87,-695.55,Medium,-156,224.84,83.96,-204.78,-32981.64,-116.64,Rest,-117.79,11836.54,8,26.95,315.44,-61.71,-3853.41,7.64,3499.04,829.85
1042.28,-32310.9,-328.03,15730.72,420.87,-14.97,1222.22,10.12,-139.84,-72.39,4,1503.78,-490.62,-11.94,4.26,31.32,12.96,-12488.82,-166.27,High,-406.26,263.32,2.42,-113.07,-30206.04,-84.73,UK,-114.73,18536.22,12,-14.02,-1018.1,-64.35,-2320.74,10.24,4226.64,1525.46
1143.38,-9524.01,-210.67,34700.96,475.83,-12.72,2110.04,10.26,-58.7,-49.59,5,747.63,-362.49,-29.28,12.78,39.6,20.14,-33728.73,122.34,High,-322.62,282.84,0.1,-61.02,-53372.67,-154.64,Rest,-149.99,17115.28,10,-30.14,528,-54.57,-1335.9,3.32,1990.4,19.61
1905.74,-12968.88,-238.52,19545.58,610.71,-11.58,1749.96,15.07,96.98,-68.23,4,1160.35,-647.94,-20.76,7.02,40.77,12.03,-24132.54,-721.35,Very low,-346.66,208.12,0.62,-181.47,-31570.59,-142.22,USA,-98.42,3313.5,10,32.45,-721.46,-59.61,-3047.7,-0.18,3284.78,-622.82
1013.54,-33948.51,62.35,35893.54,557.22,-13.17,2482.92,10.25,269.1,-11.67,6,922.94,-594.12,-8.7,5.43,36.18,12.06,-9965.19,-490.54,Low,-227.34,167.64,443.24,-56.4,-23884.74,-118.07,USA,-129.17,1824.2,8,-45.29,-357.53,-74.43,-667.8,7.32,3511.74,870.91
685.4,-4177.71,26.87,26154.56,400.08,-14.38,2382.3,7.07,81.7,-48.73,2,1132.23,-763.53,-15.6,13.74,40.53,-1.3,-24317.94,-1240.33,Medium,-339.44,238.88,0.04,27.63,-20000.7,-78.03,Rest,-116.51,4440.58,10,-88.9,293.22,-48.87,-1712.91,7,3384.76,-155.24
943.6,-29360.67,-199.73,30424.08,541.11,-17.28,1519.54,9.8,-56.94,-75.83,3,833.42,-577.23,-22.56,8.13,41.91,10.93,-22520.64,-845.8,Very low,-439.8,294.68,5.12,-139.86,-26072.22,-95.07,Rest,-84.66,19530.68,8,94,-450.32,-57.24,-1051.86,6.08,3628.62,-50.16
188.58,-19460.58,-305.54,26243.44,572.4,-16.66,2438.56,9.33,-168.6,-86.04,5,1190.62,-535.89,-19.65,19.65,37.83,17.23,-28084.02,-549.72,High,-293.34,221.56,2.62,-92.37,-41249.76,-127.74,UK,-96.54,4719.98,6,-24.14,-407.92,-47.61,-1053.69,-2.06,3564.56,2032.01
353.38,-12422.07,-466.97,14597.42,735.66,-14.13,940.24,11.87,-31.16,-63.5,7,1267.91,-669.69,-6.99,10.83,37.74,16.89,-15310.83,-691.64,Medium,-296.94,168.6,60.46,-161.97,-29611.8,-114.11,Rest,-95.67,14721.62,4,29.4,-1693.08,-52.56,-1648.05,8.08,2466.74,1214.58
1304.78,-9171.45,-88.32,20897.48,543.51,-14.24,1883.86,9.63,-29.18,-64.12,3,1510.83,-279.93,-12.6,24.57,45.96,12.49,-31984.32,-384.67,Very low,-358.36,183.08,0.22,-74.58,-38024.79,-154.05,Rest,-57.22,342.74,8,-58.94,-138.22,-52.2,-2913.42,4.84,4093.68,45
335.54,-9455.49,566.79,22177.66,774.42,-12.88,1622.8,11.45,44.98,-87.11,5,938.62,-405.72,-4.11,8.1,90.9,8.78,-36964.74,-624.74,Very high,-316.84,168.1,1,-197.61,-24026.16,-80.42,USA,-119.62,7158.84,4,-20.48,-289.91,-46.62,-2118.6,-4.12,645.9,794.82
1519.8,-21460.35,-838.53,27431.78,613.29,-12.28,1183.52,9.61,7.74,-34.21,3,1538.68,-528.3,-13.29,26.1,42.78,14.91,-30633.12,-517.48,Low,-359.32,277.06,70.16,-224.7,-36966.03,-96.9,Rest,-125.31,22334.42,10,-22.95,-996.1,-68.64,-1242.06,0.64,3084.9,1070.54
473.46,-13822.26,-563.02,25002.4,654.48,-11.44,2557.44,3.76,203.48,-27.93,5,1433.66,-432.45,-7.68,3.84,41.43,14.13,-21122.7,-545.3,Very high,-360.82,238.26,2.16,-109.23,-23055.9,-72.44,Rest,-131.32,16014.54,10,-10.73,-37.91,-52.29,-1840.65,6.5,2316.86,869.84
1412.5,-22040.91,-111.89,28097.94,637.83,-17.74,2282.78,14.74,-398.68,-91.91,3,1125.77,-527.67,-12.78,8.37,82.68,22.29,-19771.32,-458.14,Very low,-347.92,236,12.8,56.94,-26654.61,-124.5,Rest,-107.25,5907.66,8,-14.83,-294.16,-49.47,-1536.81,9.52,3815.56,204.85
-252.54,-12535.23,-248.72,17319.36,519.48,-15.24,2105.24,10.78,-19.58,-51.85,6,1204.26,-370.98,-40.35,15.21,42.39,4.3,-20815.71,-331.91,Medium,-299.44,214.84,84.26,-181.8,-27151.11,-120.72,USA,-113.2,-4179.3,8,-23.18,128.36,-67.59,-1935.66,12.24,3465.68,-628.52
297.44,-18978.33,-66.43,26103.62,513,-14.52,2046.7,12.99,-106.92,-42.98,1,1001.69,-487.08,-12.75,9.27,58.26,7.84,-43332.51,-531.81,Very low,-289.36,283.38,1.18,-56.49,-17571.96,-96.68,Rest,-148.36,2966.92,8,1.21,-594.03,-66.93,-950.31,-0.84,3739.88,23.18
1288.36,-11949.45,-327.52,29851.78,807.81,-11.96,807.66,7.46,-126.76,-78.05,4,1288.51,-594.03,-20.52,3.36,55.59,14.25,-20837.1,-98.71,Low,-307.5,337.98,3.8,-256.05,-28075.26,-158.84,Europe,-114.19,12005.58,6,-42.47,-418.54,-50.97,-2962.86,6.2,2859.2,369.75
1238.68,-143.79,-410.18,15889.88,176.16,-11.56,1695.56,13.62,-68.64,-67.42,1,1342.53,-472.59,-17.85,6.48,3.69,22.73,-31789.14,-176.25,Low,-442.42,358.12,0.02,-104.97,-38834.25,-144.78,USA,-129,7464.8,4,-102.2,-321.12,-57.21,-3061.71,3.86,4698.88,792.38
406.82,-521.04,-623.54,26311.62,579.51,-14.65,1437.8,12.05,36.98,53.45,6,986.34,-545.58,-10.02,11.58,36,13.37,-24114.03,-173.28,High,-432.5,312.6,35.82,-159.33,-29352.39,-110.93,Rest,-94.02,16666.76,8,-28.89,-396.67,-35.58,-1768.5,4.5,3808.38,1192.11
169.1,-1086.24,-391.54,17749.64,743.79,-17.79,867.66,9.58,27.82,-78.38,7,1250.73,-453.36,-4.08,3.72,42.99,11.37,-10086.21,-296.38,High,-315.92,260.14,7.28,-224.46,-31993.32,-71.29,Europe,-46.45,9273.7,4,-4.81,-277.9,-59.43,1060.8,12.16,2768.12,2830.99
49.36,-7526.16,-367.25,25306.94,480.6,-16.22,1882.92,15.11,-265.1,-81.17,7,1438.25,-532.02,-6.66,18.06,47.91,8.15,-27116.1,-323.65,Very high,-289.9,284.1,1.06,-65.07,-39728.61,-131.13,UK,-129.43,4291.52,6,-22.35,-465.06,-58.11,-1779.42,8.86,3954.42,3571.97
-224.56,-4683.09,-752.33,19182.18,624.75,-23.16,2149.42,7.58,-21.72,-20.03,3,1472,-105.51,-7.02,13.02,35.55,10.44,-23900.4,-1302.89,Very low,-298.74,276.86,5.72,-99.09,-35769.63,-97.14,USA,-44.95,1877.38,0,-5.02,-320.87,-59.97,-491.34,6.5,3465.42,2398.16
1344.26,-15420.81,-87.87,28851.92,563.58,-21.97,1980.04,13.76,-1.32,-94.74,4,1093.5,-453.09,-9.81,0.78,42,15.62,-18903.03,-543.08,Very high,-198.12,178.54,3.88,-142.65,-31136.37,-62.98,UK,-122.29,-3390.96,8,-8.97,-700.09,-61.98,-646.17,-0.1,3113.7,2962.94
15.9,-10096.17,-501.91,31596.6,483.48,-6.28,2216.44,10.97,-175.06,-81.38,5,1009.58,-258.9,-8.52,2.73,41.88,13.28,-15801.9,-202.73,High,-308.26,200.5,0.58,-47.43,-32947.17,-94.58,Europe,-140.94,8626.72,14,-47.03,-298.83,-55.92,-1379.64,9.24,2893.84,1208.78
1387.22,-13104.27,-429.8,27291.76,562.71,-10.59,855.5,-0.06,18.28,-65.72,2,831.96,-449.28,-18.24,11.1,37.62,19.65,-28378.95,-346.36,Low,-366.18,331.84,0.7,-77.85,-21430.32,-92.78,UK,-103.05,10615.06,4,0.63,-382.7,-63,-152.67,2.88,3910.02,940.45
1154.66,-25365.66,-94.27,25022.2,727.62,-11.04,2022.06,11.33,-14.76,-61.04,4,909.55,-585.9,-3.18,5.28,61.77,13.96,-33427.08,-63.54,Very high,-409.8,238.08,62.1,-107.64,-26861.58,-126.74,Europe,-118.82,10451.82,6,-4.67,-247.96,-71.1,-2580.12,2.1,2383.76,2913.15
1073.42,-10314.48,-426.65,9243.76,542.61,-14.93,1358.88,4.45,-18.62,2.92,3,1076.76,-312.84,-10.26,7.2,44.85,12.76,-10114.71,-307.55,Very low,-261.44,242.58,0.86,-105.51,-39453.15,-139.5,UK,-103.66,2007.86,16,32.15,-291.87,-60.06,-722.04,-1.2,5563.7,78.19
461.8,-24826.32,-141.85,27772.58,595.32,-12.96,1600.9,17.83,-39.1,-42.89,4,818.88,-418.08,-22.83,13.14,42.84,11.93,-21406.05,-76.33,High,-249.4,149.42,8.06,-284.94,-31946.88,-100.91,UK,-124.64,-2828.12,8,-32.61,-143.73,-66.96,-2001.45,-2.34,3716.84,758.09
-247.9,-5927.64,-87.44,22448.84,531.33,-13.68,1850.54,7.31,-32.76,-33.24,3,1579.34,-462.84,-6.87,4.71,39.96,20.76,-30316.17,-225.34,Medium,-176.1,170.08,4.98,-209.13,-49700.97,-146.66,USA,-96.78,5909.3,6,17.85,-660.45,-46.35,-396.57,6.78,3876.8,2010.81
1007.12,-15003.45,137.28,38171.4,498.24,-14.04,1300.6,12.84,-12.22,-55.84,1,1768.79,-346.32,-44.22,10.77,41.76,13.98,-12474.72,-9.76,Very low,-371.06,200.92,1234.2,-84.33,-13104.54,-98.29,Europe,-22.92,5653.52,4,-1.68,-373.29,-45.3,-2391.45,4.7,3845,-1347.58
90.02,-20204.34,-221.7,31604.1,424.5,-13.36,1080.44,9.39,-38.86,-62.29,3,1399.86,-374.37,-9.69,8.19,36.96,13.17,-24145.68,57.32,Very low,-76.2,230.58,5.98,-279.45,-36780.09,-133.91,Rest,-136.32,8553,6,19.65,-508.2,-37.83,-966.09,3.66,2253.18,633.87
1581.22,4142.79,334.89,18347.18,625.71,-20,1968.94,9.54,224.16,-70.35,4,1591.76,-440.79,-12.69,8.85,56.31,17.08,-35599.2,-288.48,Very high,-329.66,241.7,6.76,-151.32,-38942.7,-128.74,Europe,-108.69,13565.22,10,6.82,-381.29,-56.49,-1440.06,5.26,3708.86,998.08
1138.34,3918.09,123.82,21264.6,330.9,-15.87,1850.66,14.99,6.64,-51.93,4,1179.93,-528,-12.21,8.37,38.79,15.97,-8198.85,-324.76,Very high,-313.74,120.28,0.36,-10.26,-36634.5,-72.91,Rest,-77.92,8041.12,4,-23.63,-335.72,-28.62,-15.66,12.62,3813.78,630.78
2017.66,-15836.61,71.77,29031.34,417.48,-14.76,2485.5,10.26,-27.36,-35.77,4,897.67,-550.8,-19.32,6.33,46.41,11.95,-33580.47,25.09,Very low,-372.74,192.04,16.52,-181.08,-24348.45,-112.79,USA,-123.88,-287.28,10,-8.03,-342.47,-57.9,-2772.3,12.32,4189.32,-468.55
-738.08,-13721.01,88.82,24601.28,663.18,-22.59,1930.02,13.05,-118.54,-49.53,1,891.52,-448.29,-10.14,14.43,40.83,15.62,-35078.76,-342.95,Low,-305.96,155.32,333.98,-194.88,-29272.98,-143.72,UK,-198.1,10917.22,2,-40.59,192.27,-83.64,-1760.7,1.5,2605,3631.39
2227.26,-4377.36,102.6,23255.22,587.01,-16.92,1276.14,8.61,89.98,-104.01,2,901.76,-473.94,-26.7,2.82,52.5,13.94,-22426.65,-726.85,Very high,-353.8,182.1,2.72,-3.36,-56492.13,-146.24,Rest,-155.34,12278.18,4,-19.41,-381.11,-63.3,-2492.91,8.18,4795.2,707.14
441.6,-14780.01,-519.78,24157.56,592.26,-5.93,2757.1,0.8,-36.88,-54,6,1153.54,-398.67,-16.74,10.77,16.41,21.72,-12247.59,-144.51,Very low,-293.3,196.36,0.54,-57.96,-37427.19,-120.99,UK,-50.05,-2483,10,21.26,-369.91,-61.2,28.56,6.22,4152.12,33.17
863.74,-9469.17,-473.79,38318.82,578.76,-13.9,998.7,11.55,93.94,-25.66,3,1503.9,-471.03,-24.21,10.89,59.73,23.64,-16524.06,241.44,Very low,-387.24,295.64,0.34,-183.66,-25731.18,-92.59,Rest,-149.08,19255.3,10,-56.29,-141.03,-61.08,-1094.61,5.04,2881.84,-94.19
233.56,-7021.86,-34.91,26065.34,816.3,-13.86,1074.2,12.15,10.76,-36.26,6,1569.58,-434.31,-16.98,8.94,52.17,12.37,-23955.12,-1313.52,Very high,-348.62,241.08,42.26,-29.07,-11099.76,-102.24,USA,-128.59,2950.46,10,-41.38,-690.01,-64.08,-699.36,1.5,5143.14,150.86
997.98,-19242.99,-279.32,27986.24,561.57,-26.24,2112.68,12.04,-189.46,-84.12,6,987.03,-412.26,-12.66,3.66,61.47,13.01,-26476.83,-93.08,Medium,-278.08,252.1,6.34,-69.21,-19875.42,-153.57,Europe,35.47,17577.56,4,45.01,-712.2,-74.07,-1157.49,3.86,3466.78,1584.56
1307.66,-4821.6,-632.25,31259.9,675.66,-4.54,1207.18,10.92,12.28,1.9,0,1724.68,-494.52,-10.56,14.19,41.94,13.61,-23443.62,-506.25,Very low,-411.82,318.44,73.1,-60.3,-23510.64,-99.48,USA,-79.03,16005.12,8,79.3,-559.72,-56.28,-2398.53,12.24,3024.36,1718.51
1380.14,-4731.66,-178.09,18753.26,655.11,-14.07,1834.24,15.72,-2.42,-56.44,4,1218.34,-382.14,-10.44,4.08,44.1,0.58,-17715.09,-758.22,Very low,-321.8,191.5,0.06,-218.85,-23676.6,-113.53,Rest,-205.43,9473.18,8,62.53,-288.02,-20.1,-1822.38,10.38,4002.04,-69.96
111.76,3165.45,-376.99,27817.48,794.4,-7.21,1548.26,4.45,-9.68,-41.79,6,1301.22,-472.35,-7.62,6.57,45,14.71,-32584.83,-981.84,Low,-290.5,241.38,13.06,-56.4,-21031.26,-90.26,Rest,-113.4,-1134.98,6,-6.1,230.75,-56.79,-2653.35,-4.32,3444.58,500.54
917.96,-14506.62,-231.89,20885.8,469.65,-17.95,1515.74,13.66,-61.08,-91.12,6,1290.71,-504.36,-10.35,16.11,45.81,9.07,-12499.8,299.17,Very high,-154.96,357.1,27.78,-47.19,-10398.18,-169.1,Rest,-7.45,8626.28,8,-16.81,-579.3,-56.31,-1837.14,9.42,3010.6,651.13
467.96,-14296.77,-160.14,25307.08,649.71,-9.13,1625.16,13.12,-33.88,-115.42,5,514.76,-475.38,-8.28,7.62,32.49,14.84,-30872.88,-641.45,Very high,-268.82,332.26,0.06,-97.86,-30342.57,-75.78,USA,-105.05,10324.76,10,15.23,-1072.74,-58.38,-1552.5,14.9,3635.1,598.78
571.16,-33063.12,-521.71,31495.84,493.35,-14.67,2208.7,12.46,-62.88,-61.75,5,598.69,-582.45,-17.64,12.15,10.68,14.52,-20664.66,-905.61,Very high,-210.96,308.52,4.32,-290.07,-23584.44,-118.84,UK,-37.15,17739.26,12,-85.9,-637.63,-60.45,-3758.25,-3.06,3418.24,933.02
1266.76,-17909.58,-178.49,20698.12,645.21,-17.21,2392.06,8.15,20.22,-7.37,5,1097.43,-368.88,-15.96,4.23,77.25,14.76,-21559.56,-715.24,High,-374.4,234.26,61.8,-143.52,-19663.26,-160.58,Europe,-108.76,9885.78,10,26.46,-386.33,-46.44,-2147.73,3.58,3754.62,730.7
232.44,-1569.51,60.96,25931.42,313.59,-10.6,2050.32,5.87,-281.62,-82.74,3,1090.4,-648.18,-14.49,4.26,44.07,17.3,-17538.87,-410.21,High,-174.46,215.04,1,-231.51,-44869.74,-74.39,USA,-138.29,10873.16,2,15.91,804,-45.27,-1308.81,4.9,3488.68,1597.77
741.54,-13551.36,-567.39,35809.28,507.81,-12.18,2706.4,0.66,51.72,-96.49,3,699.34,-489.84,-3.57,23.73,32.22,9.8,-19258.05,-133.57,Low,-287.32,294.04,0.5,-101.07,-25340.94,-115.41,Rest,-143.27,7792.48,4,9.98,230.75,-48.75,-1840.71,-0.86,4160.1,983.07
673.74,-29247.66,-233.65,12860.94,566.73,-16.32,2317.18,8.98,29.34,-93.21,1,1519.04,-487.53,-9.81,7.98,16.17,6.97,-35647.44,-847.36,Medium,-359.34,257.06,0.58,-82.35,-18889.71,-89.21,USA,-48.6,-2012.32,10,-9.98,-95.53,-65.91,-869.43,15.34,3650.1,511.64
1432.36,-11996.64,-485.4,25432.54,491.19,-15.97,2387.5,14.94,4.06,-64.65,6,1130.61,-473.04,-24.42,8.97,35.01,21.53,-13855.41,-461.16,Very low,-223.64,236.06,1.7,-124.44,-34737.87,-105.73,Rest,-106.73,4626.44,6,-29.5,451.01,-52.47,-2816.67,11.92,3650.82,37.14
781.4,-5870.37,-163.32,18307.64,539.82,-13.72,2218.04,18.49,60.3,-37.65,2,611.09,-569.67,-12.99,20.67,44.73,5.64,-26494.29,-321.76,High,-362.68,217.66,0.02,-419.4,-25143.84,-98.98,Rest,-170.35,7945.12,8,15.33,-996.2,-53.28,-1366.11,7.7,3576.36,121.1
1776.16,-17518.23,-54.28,17987.02,592.65,-13.33,2067.66,9.03,-62.36,-101.38,6,1088.19,-153,-5.31,9.39,34.2,9.21,-42802.41,-110.29,Low,-309.46,145.94,1.74,-228.03,-34813.2,-109.62,USA,-18.04,17996.18,14,2.69,-392.75,-51.78,-499.26,13.08,3993.68,89.53
257.9,-19612.14,18.5,30870.62,585.69,-13.55,1559.08,10.25,206.2,-82.41,5,1193.51,-614.49,-9.3,4.11,26.91,16.21,-24350.13,-385.91,Low,-380.54,229.22,1.76,-324.06,-18346.47,-110.04,UK,-95.66,-3878.2,12,-36.04,-574.44,-54.54,-3583.26,5.04,3457.46,-108.2
503.86,-20389.62,-97.08,26913.74,830.25,-14.95,1687.14,11.11,-191.38,-59.39,5,623.96,-486.57,-6.48,15.33,52.44,18.33,-33559.05,-764.35,Very high,-261.26,275,2.64,-286.35,-26449.89,-120.08,Europe,-130.17,11478.54,10,33.8,-185.84,-82.53,-1494.27,1.62,4449.64,1547.42
827.42,-7794.36,-311.86,28084.52,611.94,-14.34,2194.72,11.27,-125.56,-58.25,5,1235.88,-484.35,-21.69,6.75,49.71,12.25,-28278.42,-838.58,Low,-332.02,96.3,0.12,-165.21,-32034.81,-138.62,Rest,-61.89,15599.56,12,15.74,-269.31,-35.88,-2937.99,-4.64,3212.42,-179.09
853.64,-9958.26,-526.9,25062.62,718.2,-20.89,1476.26,8.1,-11.96,-55.11,5,491.02,-476.58,-10.56,6.33,42.93,15.61,-31825.71,-734.11,High,-289.78,191.02,0.08,-412.02,-40330.44,-100.75,USA,-137.44,8159.02,6,4.19,-795.22,-59.61,-2802.93,8.14,3590.5,1396.39
431.08,-13684.65,-268.21,12133.16,573.57,-13.11,479.56,15.02,-89.7,-47.67,5,967.73,-403.74,-25.65,14.37,48.3,15.43,-24368.01,-349.91,Very high,-283.78,181.6,0.02,-223.71,-30444.3,-84.61,Rest,-135.55,12471.22,6,32.95,-993.23,-55.26,-2151.21,15.7,2907.74,29.17
899.4,-11571.27,112.31,32934.14,483.54,-13.39,247.58,10.28,-74.94,-28.44,2,1678.97,-643.23,-9.63,18.87,43.5,16.1,-18810.03,102.45,Very high,-392.88,264.94,1.12,-142.41,-28389.81,-52.56,Europe,-127.45,8370.74,8,-22.22,-1194.5,-75.06,-1114.71,13.48,3487.52,1785.03
600.78,-11073.21,178.91,24185.06,713.73,-16.08,1717.16,15.08,75,-57.87,3,892.44,-508.41,-52.41,12.78,39.9,8.06,-2560.08,79.09,Medium,-333.48,200.64,3.34,-171.12,-36417.6,-80.85,Europe,-173.08,6154.4,6,4.93,-399.79,-61.41,-2183.25,4.5,3765.78,-1514.67
1913.96,-20021.22,-180.32,33878.86,531.81,-20.99,1824.06,17.92,-113.46,-104.72,5,1542.83,-565.98,-8.25,10.92,56.58,12.36,-21211.2,-790.94,Very low,-294.68,135.72,27.1,-98.4,-24838.74,-189.9,Europe,-140.34,2442.16,10,-15.77,-267.9,-65.7,-463.83,8.32,4005,14.18
437.68,-21068.88,-91.59,26550.64,822.45,-15.47,2235.24,6.73,-18.46,-103.78,5,537.44,-128.25,-16.17,10.05,44.43,12.15,-24081.27,-305.06,Medium,-324.3,264.36,2.24,65.19,-23301,-31.93,Europe,-89.18,4560.28,8,35.24,-288.57,-63.21,-1236.3,2.08,2938.58,-406.51
1796.48,-4031.19,-90.35,11824.5,643.5,-15.12,2239.92,11.17,-28.36,-69.07,0,1472.11,-234.93,-10.14,5.58,39.69,17.13,-13942.86,-543.41,Very high,-260.5,222.16,0.9,-209.49,-33423.21,-165.4,Rest,-121.21,23494.14,12,11.74,-328.54,-55.2,-1816.23,12,3847.7,643
149.54,-18715.56,-181.49,29427.26,449.91,-13.06,1915.84,10.68,-181.22,18.06,5,848.36,-423.3,-13.89,6.93,48.93,13.9,-45152.67,-536.9,Very low,-167.02,223.48,14.42,-92.19,-25722.6,-128.32,Europe,-96.96,6530.88,6,-64.09,-345.2,-72.42,-847.71,-2.9,3044.9,145.34
1096.22,-7101.48,186.59,20004.24,595.38,-13.38,2399.98,12.47,-39.46,-69.25,6,690.04,-758.01,-2.82,12.51,46.26,8.45,-38543.67,-689.41,Medium,-278.6,226.36,0,-142.23,-7952.79,-87.54,Rest,-100.49,6872.46,6,24.67,124.37,-58.59,-1238.34,3.48,3733.94,-143.62
1162.58,-6622.41,-628.3,22255.28,573.66,-11.43,1194.3,9.61,23.76,-12.54,2,1784.33,-478.71,-9.99,6.27,52.23,6.91,-21704.61,-286.86,Very high,-400.5,208,20.02,84.39,-34355.7,-83.03,UK,-61.99,14721.5,10,-0.64,-1393.8,-45.66,-1835.1,13.04,2941.04,3794.19
1405.94,2886.75,-284.68,33029.14,752.52,-19.2,2449.62,10.31,-27.34,-38.14,1,1207.63,-512.82,-12.81,5.82,40.2,13.48,-23757.36,-724.18,Very low,-287.44,263.7,0.52,-181.38,-18684.36,-104.93,Rest,-147.19,-372.08,8,24.52,-499.41,-58.59,-2112.93,7.68,4179.56,79.59
