F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
1.741,1,-4182.84,-12.2265,-4.9506,0,4.4722,-19.507,-14.282,3.4646,-2682.9,-1.72952,6.2583,-11524.68,26615.64,-0.4,103852.83,2.7768,754.82,-3063.88,,True
2.031,0,-4565.62,-11.1309,-6.8535,1,4.2148,-11.518,-12.024,3.02574,-2909.26,-6.918,5.8737,-11304.66,29855.64,-0.4,103204.26,6.806,1544.54,-3739.68,-46.92,True
1.864,1,-4977.84,-14.679,-5.0655,0,9.208,-12.927,-17.196,4.161,-2771.08,-3.2626,5.80731,-11943.36,23735.64,-1.4,103800.54,4.204,1354.72,-3735.68,-45.42,True
3.382,1,-5462.04,-13.839,-7.851,0,7.47,-17.808,-2.678,3.4627,-2834.737,-1.9598,8.742,-11814.63,24047.64,-0.4,103848.46,2.715,822.42,-3176.28,-45.57,True
1.0248,1,-4999.04,-11.7594,-5.7201,1,5.2356,-19.705,-48.98,3.04696,-2752.77,-6.966,6.0153,-11725.05,23549.34,-1.4,103880.6,3.7774,1513.65,-1703.48,-44.49,False
1.57,0,-4782.92,-10.8141,-5.3895,1,6.448,-6.717,-8.55,3.1018,-2774.87,-1.66348,5.79081,-11692.23,23498.34,-0.4,103863.12,5.17,183.92,-1059.48,-42.63,True
0.3586,1,-4269.44,-10.56702,-4.4223,0,4.1464,-7.154,-3.702,3.6236,-2430.6,-5.004,5.81126,-10793.76,29726.64,-1.4,103862.39,3.3306,1496.75,-3492.68,-38.22,False
1.187,1,-4956.84,-10.9398,-8.025,0,6.874,-16.172,-0.29382,3.3647,-2153.7,-3.1504,6.0003,-11478.09,22976.34,-0.4,103860.6,4.99,1544.71,-4262.32,,False
3.411,0,-8613.44,-11.1468,-6.1449,1,4.7018,-12.195,-35.52,3.5973,-2349.3,-5.672,6.7077,-11503.05,21902.04,-1.4,103835.35,2.20328,1566.42,-4792.48,,True
0.6374,0,-9661.44,-10.61367,-7.983,0,4.8246,-16.315,-2.132,4.005,-1156.3,-3.71,6.764,-12059.76,23021.94,-0.4,103839.78,2.2528,1489.5,-4174.4,,False
0.5985,1,-5428.04,-12.4119,-4.7769,1,4.2254,-12.628,-3.37,3.1564,-2710.7,-4.168,7.731,-12244.86,20625.54,-1.4,103816.52,3.1168,1443.4,-1069.48,,True
0.9579,0,-4434.44,-12.5799,-5.3238,0,5.3326,-13.0156,-45.02,3.0529,-2848.68,-3.4572,5.79279,-11426.43,24217.44,-1.4,102669.86,3.2726,1478.99,-229.48,,True
0.1716,0,-8091.44,-10.65372,-7.641,0,6.832,-13.8182,-1.437,3.4143,-3292.8,-5.158,6.3325,-10231.56,22925.79,-1.4,103879.08,2.15266,1540.461,-4613.28,,False
1.741,0,-5999.24,-11.8536,-5.4372,1,5.44,-7.644,-20.64,4.014,-2465.4,-2.7078,6.4891,-11714.55,23270.85,-1.4,103842.35,2.6902,1433.84,-3995.48,,True
0.3281,0,-4652.98,-11.7207,-10.734,0,6.08,-9.797,-2.438,3.0263,-2655.4,-1.70312,5.80074,-10700.16,22721.94,-0.4,103820.52,4.454,615.42,5696.52,-37.65,False
2.846,0,-5395.64,-17.931,-8.064,0,6.92,-9.208,-5.606,3.3958,-2796.26,-1.899,5.9749,-11756.79,23903.64,-0.4,103814.34,3.0248,1028.02,-3446.48,,True
1.289,1,-10739.44,-12.2562,-5.5797,1,4.627,-21.995,-31.36,3.03859,-2881.81,-1.9274,5.76731,-11864.94,22987.98,-1.4,103503.06,2.20772,1393.92,-5636.68,-39.48,False
1.177,0,-4994.24,-10.67079,-8.556,0,10.806,-13.88424,-46.54,3.3738,-1563.3,-2.8348,6.7496,-11679.87,23409.6,-1.4,103915.16,3.2928,1443.2,-3432.28,,True
2.362,0,-5033.64,-20.469,-4.19322,1,9.846,-22.677,-25.96,3.6771,-2778.39,-2.9944,6.7019,-11840.67,22845.24,-0.4,104000.94,8.566,1452.53,-4129.28,,False
1.347,0,-11953.44,-14.937,-4.7268,0,9.596,-13.2825,-36.72,3.173,-2714.6,-2.4278,6.2193,-11910.54,23144.451,-1.4,103875.74,2.22622,1408.52,-3423.48,-39.24,False
0.3698,0,-4576.84,-10.6908,-7.743,1,6.902,-10.003,-2.0064,3.4269,-1735.3,-6.01,6.065,-10800.06,23625.84,-1.4,103654.52,3.7114,1511.25,-3234.68,-46.86,True
0.2458,0,-4528.44,-21.303,-7.044,1,4.696,-12.591,-72.94,3.6099,-2855.3,-2.3332,6.1639,-8815.86,22855.44,-1.4,103889.36,4.998,1526.331,-3942.48,-42.45,False
2.786,1,-4855.1,-13.56,-8.565,0,5.92,-12.431,-10.762,3.7243,-2839.187,-1.7742,6.1367,-11583.66,23922.54,-0.4,103768.06,3.4472,1515.81,-4384.62,,True
0.3516,1,-4838.64,-11.2635,-6.7878,0,9.118,-16.427,-62.16,3.4812,-2793.37,-1.7606,6.5372,-12419.76,23411.55,-0.4,103893.86,4.964,700.62,-3457.08,,True
0.8589,1,-7943.44,-11.5467,-4.4556,1,4.0548,-11.533,-33.74,3.6061,-2934.91,-6.636,5.80592,-11934.96,20563.44,-0.4,103865.92,2.4098,1534.741,-4891.68,,False
0.13523,0,-5108.04,-13.911,-7.446,1,5.201,-14.2775,-97.52,4.976,-2863.92,-3.084,6.0073,-17228.76,22489.44,-0.4,103274.66,5.586,1483.37,-4404.4,-40.29,False
1.65,1,-4725.52,-10.7985,-9.588,0,5.0732,-16.952,-35.44,3.4677,-1889.8,-2.802,5.763771,-11373.87,25251.24,-1.4,103895.52,7.436,1583.3,-4368.402,-48.69,True
1.02,0,-4633.1,-12.1617,-7.725,0,4.9396,-10.275,-9.138,3.6548,-2900.72,-2.115,5.78022,-11448.42,22504.74,-0.4,103828.16,2.5144,1387.42,-3853.68,-43.29,False
1.386,0,-4445.84,-14.652,-5.0616,1,6.448,-16.677,-4.442,4.911,-2862.99,-2.5306,5.761338,-11346.15,23037.45,-1.4,103804.96,2.3196,1570.42,-4351.4401,,False
0.7568,0,-4754.74,-11.2878,-8.079,1,4.5804,-22.566,-7.042,6.157,-2238.6,-5.304,5.78787,-10973.46,20990.94,-0.4,103671.76,7.774,1524.72,-4197.14,-44.85,False
2.137,1,-4218.84,-12.5106,-8.736,0,7.098,-12.363,-3.346,5.836,-2871.94,-2.251,6.0384,-11489.16,23610.54,-1.4,103014.86,3.2914,1368.62,-4162.64,,False
0.2866,0,-4808.6,-11.1927,-5.0988,0,10.378,-10.992,-49.5,3.3831,-2721.8,-1.8902,5.7604917,-12413.16,23350.95,-1.4,103915.24,3.6584,933.52,-2885.08,-44.43,True
0.375,1,-6007.84,-13.506,-5.1336,1,4.373,-14.7991,-15.1,5.4,-2668.2,-4.248,6.0232,-12307.26,22313.04,-0.4,103832.73,3.123,1525.906,-4375.28,-46.44,True
2.027,0,-4952.44,-11.8515,-5.8923,1,4.9854,-9.868,-4.532,4.197,-2623.6,-2.1218,6.1459,-11434.11,22176.24,-1.4,103833.05,4.7,1726.02,-4508.76,,True
0.6827,1,-4801.64,-11.0841,-8.13,1,7.688,-16.837,-45.98,3.3126,-2768.32,-3.838,5.765615,-11335.65,23707.44,-0.4,103918.5,5.23,1557.23,-4935.88,-42,False
0.9545,1,-5182.64,-10.8384,-5.9202,0,4.1782,-11.264,-0.3936,3.7808,-1384.3,-3.2408,5.760001,-11260.26,21673.44,-1.4,103744.14,2.4712,1505.83,-3768.48,,True
1.803,0,-4844.3,-14.466,-7.854,0,6.014,-11.781,-19.528,3.1543,-2896.69,-5.952,5.77998,-11756.25,24038.34,-0.4,103858.97,7.728,1522.312,-5202.88,-46.29,True
3.348,0,-4977.24,-10.8156,-7.599,1,5.91,-11.884,-12.324,4.384,-1996.4,-2.3776,6.2103,-11523.48,24915.84,-1.4,103881.96,3.3372,1740.92,-4723.08,,True
0.4779,1,-5334.64,-14.145,-6.5334,0,10.23,-14.5951,-32.6,3.7335,-2723.3,-4.07,6.106,-11254.86,22931.22,-1.4,103825.22,3.3558,1539.281,-4271.76,-45.48,True
0.13547,0,-5221.24,-16.845,-8.121,0,5.031,-14.2488,-12.786,4.62,-2867.77,-6.184,6.7006,-11023.56,22247.04,-0.4,103882.06,3.4322,1540.948,-4506.72,-44.91,False
0.4707,0,-4980.24,-12.5808,-4.4103,0,6.204,-15.518,-28.26,4.907,-2641,-2.0554,6.5363,-11046.06,23541.54,-0.4,103869.77,3.8418,1639.12,-4379.26,,True
1.163,0,-4815,-10.63188,-5.2626,0,5.0626,-13.5093,-42.92,4.307,-916.3,-2.8516,6.2908,-11022.96,22602.54,-0.4,103859.93,8.002,1711.02,-4677.28,-47.22,False
0.539,0,-5995.84,-17.721,-6.5316,1,6.574,-22.824,-5.192,3.273,-2865.25,-4.032,5.9276,-12196.56,23854.44,-1.4,103912.4,2.467,1501.55,-4529.14,-43.83,False
0.15808,0,-5021.44,-10.64628,-7.011,1,6.668,-9.525,-24.1,4.054,-1192.3,-7.754,5.917,-11065.26,23139.165,-0.4,103817.44,4.836,1533.245,-4336.308,,False
0.405,1,-5153.24,-10.7091,-8.142,1,8.226,-12.347,-46.8,3.02722,-870.3,-3.612,5.769056,-10215.06,23693.34,-0.4,103839.17,2.18536,1589.08,-5594.08,-43.11,True
0.8194,1,-9431.44,-12.3528,-5.5428,0,5.3676,-20.341,-4.318,3.1782,-2890.37,-1.8934,6.228,-11358.69,22602.24,-0.4,104106.06,2.15268,1783.22,-5750.88,-42.78,False
0.9947,0,-6656.84,-10.8195,-5.0028,0,4.2322,-18.854,-0.939,4.836,-1359.3,-2.465,5.79471,-11741.52,21722.64,-0.4,103826.24,2.6808,1512,-4322.48,,False
0.451,0,-15023.44,-10.8156,-6.7533,1,6.018,-18.246,-0.8582,3.4421,-1875,-1.8108,6.4307,-13509.66,24106.74,-1.4,103802.34,2.17766,778.22,-3815.88,-44.04,True
0.5895,1,-4854.46,-15.357,-10.302,0,10.94,-17.054,-22.58,4.066,-2773.35,-3.972,5.8785,-11764.47,23430.12,-1.4,103850.6,4.0054,1477.57,-3957.68,-42.63,True
0.6672,0,-7899.44,-17.577,-4.5756,0,5.7174,-13.7863,-11.236,3.634,-2784.67,-4.114,5.7955,-12309.36,24397.14,-1.4,103786.68,2.2688,1458.64,-3731.08,-48.3,True
1.773,0,-5634.24,-19.782,-5.3961,0,4.252,-14.7491,-28.98,4.018,-2780.71,-2.285,5.84677,-11834.79,27266.64,-1.4,103848.06,3.4716,1454.79,-4379.3,-45.72,True
0.892,0,-5123.24,-13.0929,-4.04823,0,5.2694,-19.578,-14.478,3.9418,-2610.5,-4.136,6.2013,-11117.16,24688.74,-0.4,104360.66,2.8018,1586.43,-4598.28,-47.25,True
0.7885,1,-4669.02,-10.55643,-4.8627,0,6.21,-14.8347,-3.624,4.339,-2697.5,-2.811,5.9284,-10914.36,23546.64,-0.4,103560.46,7.654,1572.9,-4300.74,-46.14,True
0.2879,0,-4441.44,-11.7945,-7.143,0,4.8344,-18.157,-1.06,4.897,-2609.4,-1.8292,7.206,-10187.46,24593.64,-1.4,103744.08,3.0476,1351.42,-4136.88,-42.24,True
0.6447,0,-5410.64,-16.899,-8.829,0,4.9686,-12.533,-9.66,3.3489,-2764.15,-2.011,5.763079,-12263.46,22329.54,-0.4,104312.26,4.474,1422.92,-4450.36,,False
0.4122,1,-4586.76,-10.67877,-6.9195,1,6.69,-13.836,-60.44,3.7343,-1341.3,-2.2394,5.9215,-10710.66,23800.44,-1.4,103852.17,2.9182,1507.04,-3974.88,-48.48,True
1.473,1,-4971.04,-14.574,-8.802,1,4.055,-21.02,-18.176,4.67,-2920.73,-1.9682,5.81622,-11584.5,17450.64,-1.4,103912,3.969,1537.373,-4426.46,,False
3.751,1,-5001.24,-16.995,-4.7745,0,6.98,-7.116,-23.28,3.2428,-2748.43,-4.456,6.3288,-11665.35,22955.19,-1.4,103834.55,7.142,1522.887,-4242.72,-44.4,True
0.13032,1,-5217.24,-10.61235,-5.3793,1,5.3926,-9.494,-10.432,3.2508,-387.3,-3.784,5.8614,-14993.76,24411.24,-0.4,103866.41,3.319,1461.17,-2738.08,-44.25,True
0.3594,0,-6899.44,-10.54122,-6.6189,0,4.5834,-6.037,-11.774,3.5693,2905.7,-2.4136,5.9866,-12935.76,25196.64,-1.4,103873.54,2.8152,1492.86,-4432.98,-44.46,True
1.461,1,-4914.88,-13.1115,-6.7626,0,7.138,-10.869,-0.5046,5.795,-2767.55,-1.7818,5.892,-11584.95,22731.54,-1.4,103876.92,2.9814,835.62,-4109.08,,False
0.3061,0,-4638.42,-12.7032,-5.8182,1,5.7744,-16.945,-16.172,4.089,-2901.24,-3.3564,5.762276,-9988.56,22908.12,-1.4,103805.04,6.07,1513.02,-4073.08,,False
0.3861,0,-5180.04,-12.3288,-7.884,1,4.1646,-13.7273,-49.96,6.977,-2681,-2.7934,6.907,-12239.76,27365.64,-0.4,103816.54,3.9576,1489.82,-4344.798,,True
0.8426,1,-5017.24,-16.308,-9.09,1,7.664,-4.772,-8.426,4.718,-2704.6,-4.652,6.0914,-11327.1,23155.893,-1.4,103876.68,3.2262,1510.6,-4053.28,-52.89,True
0.7063,1,-7049.44,-11.1552,-5.4384,0,10.202,-11.309,-25.2,3.2526,-2127.3,-3.1634,6.021,-12217.56,23007.54,-0.4,103905.98,2.7634,1496.01,-4354.652,,False
0.14937,0,-4865.42,-12.9177,-6.0633,0,8.434,-7.264,-14.104,5.637,-2899.22,-3.714,6.2278,-10872.06,23279.82,-0.4,103821.62,4.932,1540.322,-4410.26,-49.17,False
0.15319,1,-4673.04,-10.8258,-11.043,1,4.0722,-13.0825,-38.18,4.558,-3057.7,-2.1556,6.13,-8216.76,21729.54,-1.4,104023.66,6.738,1431.97,-4118.28,-40.14,False
1.455,0,-4625.66,-12.6636,-8.322,0,4.0838,-6.026,-70.4,3.952,-2765.87,-1.8442,5.80343,-11278.56,30518.64,-0.4,103699.08,4.608,1771.82,-4373.8,-40.23,True
0.5022,1,-4763.806,-11.2191,-8.208,0,4.02278,-12.9703,-20.18,3.5195,-2863.38,-1.8752,6.5501,-11487.72,39062.64,-1.4,103795.56,6.392,1537.273,-4520.7,-40.65,False
0.4756,1,-5340.84,-11.4048,-5.0841,0,4.1994,-11.654,-24.1,3.6809,-3126.6,-4.66,5.9535,-11591.568,21404.64,-1.4,103800.14,2.3788,1509.54,-4157.46,,False
0.4241,1,-5255.84,-11.34,-9.996,0,4.1364,-12.344,-9.264,3.992,-2891.69,-2.3218,5.8881,-12586.86,29837.64,-0.4,103908.48,2.526,1251.52,-3867.48,-38.82,True
0.4937,1,-4780.94,-16.65,-4.08366,0,4.2674,-12.636,-8.39,4.537,-2785.38,-2.7534,5.7600085,-10932.36,20416.44,-1.4,103874.44,4.254,1485.21,-4069.08,-43.77,True
0.368,1,-5316.24,-17.028,-6.4881,1,5.2618,-14.8783,-28.08,4.735,-2766.14,-2.6354,5.78413,-12624.66,24342.54,-0.4,103853.02,4.346,1530.203,-4477.28,-53.19,True
0.5394,0,-7329.44,-12.9492,-5.9493,0,3.94908,-18.876,-9.32,3.995,-2681.9,-3.2212,5.80873,-13204.86,44315.64,-1.4,103858.81,2.707,1460.24,-4446.52,,True
0.2911,1,-4784.6,-12.7518,-5.3679,0,3.98884,-11.945,-13.802,3.8143,-2853.54,-2.584,5.9942,-11204.46,17708.64,-1.4,103850.56,3.1234,1424.32,-3844.88,,False
0.6785,0,-3520.24,-12.4248,-5.9406,1,5.402,-20.779,-19.708,4.266,-2682.8,-5.042,5.7975,-11287.56,23863.14,-1.4,103812.84,2.2416,1498.37,-3897.88,-49.68,True
0.2535,1,-5313.84,-14.244,-4.7247,1,8.178,-12.547,-9.356,4.201,-2708.6,-4.488,5.83951,-14421.66,23506.74,-1.4,103876.24,4.074,1466.6,-4041.88,,True
0.5837,0,-5186.64,-13.2192,-8.37,1,4.4662,-18.332,-20.36,6.238,-2676.5,-1.6528,5.77264,-11964.06,24130.74,-1.4,103868.13,4.508,1333.02,-4362.502,-45.21,True
0.9977,0,-4927.84,-12.6285,-5.2563,0,4.107,-12.001,-15.866,5.173,-2663.3,-4.642,6.1526,-12284.16,29324.64,-0.4,103743.04,8.456,1462.41,-4174.18,,True
2.035,1,-4924.26,-10.8759,-5.787,1,3.96736,-16.106,-8.192,3.3182,-1881.1,-6.136,6.1319,-11257.26,24699.24,-0.4,103896.78,3.7438,1591.43,-5900.28,-48.33,True
0.8093,0,-5075.44,-15.057,-4.9608,1,3.95422,-12.091,-12.002,4.382,-2665.7,-2.4872,5.9763,-11031.06,35441.64,-0.4,103779.66,3.5784,1697.32,-4517.18,,True
1.499,1,-4936.06,-14.562,-4.7091,0,4.9012,-20.567,-23.52,4.816,-2855.05,-1.69864,6.4717,-11911.98,22925.16,-1.4,103810.62,8.742,1162.22,-4446.42,-46.38,True
2.252,1,-6588.64,-17.31,-8.025,1,4.5462,-19.811,-32.56,3.1036,-2829.9,-2.1028,5.77032,-11809.38,25676.04,-0.4,103893.66,2.5806,1392.52,-4938.88,-41.04,False
2.476,0,-4578.7,-17.361,-6.0102,0,8.752,-14.9328,-19.744,3.0807,-2782.4,-5.52,6.3739,-11461.74,23075.07,-1.4,103858.58,2.20448,1526.73,-1551.48,,False
4.461,1,-4809.82,-16.335,-4.3629,1,3.95128,-12.284,-6.486,4.28,-2696.8,-2.6882,6.6188,-11500.86,36914.64,-1.4,104479.46,6.12,1648.52,-4411.92,,True
0.269,1,-4712.26,-14.13,-4.6986,0,7.744,-16.777,-50.38,3.6036,-2780.62,-1.65436,6.2546,-8405.76,23167.992,-1.4,103546.46,4.554,3091.92,-4768.28,-38.7,False
0.5061,1,-8823.44,-11.4438,-8.319,0,4.0686,-15.265,-1.1184,3.01129,-2362.3,-2.3106,5.77102,-11991.36,29360.64,-1.4,103851.88,2.288,1514.73,-5361.28,,True
0.5067,0,-4562.96,-13.98,-7.044,1,6.532,-15.07,-3.018,3.4945,-2889.17,-5.37,6.122,-10769.16,22897.23,-0.4,103810.88,2.349,1546.31,-4476.98,-44.46,False
1.0381,0,-5013.64,-11.0643,-8.226,1,7.112,-13.7385,-15.6,3.4361,-1779.3,-2.7274,5.77395,-12277.86,22890.96,-1.4,103853.19,8.622,1354.72,-3394.08,-46.29,True
0.1679,1,-5050.44,-11.4687,-5.748,1,8.026,-21.39,-16.046,3.1802,-2013.3,-4.444,7.211,-15014.76,23536.74,-0.4,103935.52,7.374,1523.002,-4657.28,-43.65,False
0.2758,0,-5299.24,-17.88,-8.925,1,4.2058,-9.291,-15.606,3.5161,-2788.55,-2.077,5.9058,-11715.75,22429.74,-1.4,103839.29,3.282,1433.94,-4007.88,,True
0.4899,1,-3562.84,-12.5274,-4.389,0,4.7542,-9.254,-25.06,3.4161,-2570.7,-2.3892,5.9695,-10791.66,25451.34,-1.4,103611.46,2.4612,1409.42,-2851.68,,True
2.013,1,-11103.44,-11.61,-5.622,0,7.442,-15.467,-25.2,3.03819,-2873.8,-1.742,7.232,-11883.87,22811.34,-0.4,103807.06,2.287,1170.52,-6281.28,-43.95,False
1.674,1,-5133.44,-11.568,-8.943,1,9.328,-18.867,-103.3,3.3576,-2460.5,-2.3646,5.80761,-11412.39,23653.14,-1.4,103820.6,2.8242,1702.82,-5207.88,-45.21,True
0.484,1,-4805.38,-18.945,-4.6764,1,5.3842,-5.935,-9.592,3.7739,-2774.2,-8.066,5.762465,-10814.46,22724.64,-1.4,104116.26,3.9704,1525.962,-3804.48,-51.06,True
1.619,1,-4686.7,-10.8387,-4.8624,1,6.08,-10.996,-35.98,3.147,-3156,-1.8158,6.7373,-11377.56,22893.69,-1.4,103986.9,6.494,1504.39,-3378.08,,True
0.2183,0,-5032.44,-18.861,-5.85,1,3.96414,-16.677,-23.68,3.00748,-2796.08,-1.754,7.608,-13380.66,17594.64,-1.4,103830.62,5.126,766.92,3600.52,,True
3.19,1,-4129.04,-18.426,-9.423,1,10.042,-8.343,-3.392,3.7528,-2856.5,-3.0836,6.0581,-11539.98,23446.32,-1.4,103855.56,2.7414,1503.17,-4083.68,,False
2.221,1,-5329.84,-12.7248,-4.28025,0,6.934,-15.042,-6.402,3.5929,-2598.6,-6.486,5.77591,-11447.49,22974.78,-1.4,104042.18,3.0822,1554.68,-4569.88,-41.43,True
0.4686,0,-4913.88,-13.425,-4.4151,0,6.856,-14.2125,-52.84,3.6822,-2678.3,-1.9782,5.9979,-12719.76,22832.64,-1.4,103847.01,9.414,1068.72,-3634.08,-37.86,False
0.9588,1,-5172.44,-13.419,-4.2945,1,4.2846,-11.74,-22.74,3.5178,-2819.8,-2.9094,6.327,-12012.36,26891.64,-0.4,103778.78,3.9188,1459.76,-4278.36,-45.6,False
0.8259,1,-5085.44,-10.8789,-8.04,0,7.91,-13.1078,-22.04,3.8646,-2082.4,-4.358,7.78,-12036.66,23010.78,-1.4,103755.52,6.41,1521.88,-4480.52,,True
1.542,1,-5519.04,-11.5605,-4.23141,1,5.2714,-13.0496,-36.44,4.236,-2891.42,-3.188,6.001,-11835.63,22876.77,-1.4,103867.46,3.5544,1511.96,-4509.64,-43.32,False
1.726,1,-5825.44,-12.7542,-10.605,1,4.9388,-19.268,-34,4.895,-2705.9,-2.513,7.436,-11807.58,24833.94,-1.4,104078.26,2.9396,1464.73,-4355.908,-47.91,True
0.1811,1,-5298.44,-10.8414,-5.7741,0,8.634,-7.685,-3,4.916,-2943.4,-4.352,5.77501,-10308.06,23049.09,-1.4,104017.18,3.033,1557.7,-4490.02,,False
0.47,0,-5073.04,-12.1686,-5.169,0,3.9494,-17.185,-25.84,3.6969,-2887.5,-3.758,5.934,-12127.26,25174.74,-0.4,103945.14,4.196,1501.88,-4347.306,-42.57,False
3.387,0,-4831.86,-12.8694,-8.967,0,9.634,-15.827,-8.176,6.03,-2481.3,-2.979,5.7769,-11450.28,23486.34,-1.4,103866.6,5.09,1644.52,-4402.32,,True
1.152,0,-6312.64,-23.232,-4.7757,0,4.262,-14.5344,-15.836,3.4665,-2794.93,-3.461,6.3577,-12273.06,28181.64,-1.4,103873.88,3.1302,1465.17,-4348.718,,True
0.5565,0,-4587.78,-13.1541,-4.9506,1,6.62,-9.217,-3.38,3.6331,-2946.1,-2.1114,6.6956,-10956.66,23105.16,-1.4,103860.95,4.286,1499.69,-4117.28,,False
2.037,0,-4988.84,-11.7195,-6.9294,1,6.318,-17.045,-22.86,4.024,-2994.2,-6.308,5.77898,-11681.91,23950.74,-0.4,103884.36,3.0728,1519.25,-4359.946,,True
2.216,0,-5102.84,-14.721,-4.9875,0,3.98204,-15.937,-15.318,4.587,-2760.77,-3.5102,6.955,-11684.61,20024.64,-0.4,103921.3,5.222,1530.219,-4412.9,-44.73,False
1.355,1,-5878.64,-11.0949,-7.878,0,5.0278,-10.782,-19.648,3.3323,-1932.6,-4.052,8.258,-12198.06,24986.94,-1.4,103801.4,3.6958,1484.5,-4454.44,,True
2.506,0,-4971.64,-15.066,-9.12,0,4.6746,-8.84,-23.38,3.4887,-2725.3,-3.1456,5.81799,-11508.33,21970.44,-0.4,104258.66,2.9074,1490.42,-3402.08,-43.29,False
0.2257,0,-5223.04,-10.60383,-6.6087,0,4.1574,-16.709,-9.784,3.1676,-2737.1,-1.9708,6.4768,-13941.96,28937.64,-0.4,104001.22,2.8694,1031.52,-2127.48,,True
0.6656,0,-4937.42,-12.7134,-5.55,0,6.17,-5.023,-7.27,4.51,-2959.6,-4.086,6.2489,-12304.86,24064.14,-1.4,103848.76,6.026,1502.18,-4467.08,-50.94,True
0.4313,1,-8081.44,-19.248,-4.26501,0,4.1388,-15.034,-32.18,3.489,-2842.658,-2.974,6.6571,-13475.16,19274.64,-1.4,104145.66,2.5952,1467.44,-4758.88,-40.2,False
1.367,1,-4681.08,-16.899,-5.3412,1,4.7328,-13.946866,-12.144,4.136,-2761.96,-2.159,5.79678,-11363.43,25331.94,-1.4,103817.74,7.442,1417.42,-3903.48,,True
1.778,1,-5140.24,-11.5785,-5.5191,1,4.2746,-8.349,-6.964,3.9163,-2623,-6.19,5.85726,-11547,27026.64,-0.4,103903.16,3.9606,1561.39,-4888.68,,True
2.035,1,-4831.88,-12.4362,-8.748,1,4.00854,-16.423,-69.56,3.8231,-2710.6,-2.682,6.3842,-11731.95,19022.64,-1.4,103907.68,10.166,1383.62,-3777.88,,True
0.7299,0,-4765.398,-14.019,-4.3182,0,5.0594,-15.314,-10.732,3.4842,-2804.45,-2.872,5.952,-11736.66,23678.64,-1.4,105517.26,7.012,1399.02,-3246.48,-47.52,True
0.4156,0,-8433.44,-11.7246,-9.396,0,6.712,-5.701,-20.088,4.588,-2389.4,-1.7682,6.343,-12573.06,23149.752,-1.4,103846.52,2.3998,1108.12,-4235.26,-45.24,False
0.14871,0,-4642.66,-13.59,-12.09,1,4.107,-19.094,-4.996,3.3814,-2854.99,-2.8584,5.9638,-7952.76,22789.14,-1.4,103781.64,2.7714,1546.09,-4209.08,-42.36,False
0.5147,1,-4416.24,-12.1719,-10.56,1,4.3914,-8.538,-16.726,3.7811,-2930.87,-8.12,5.9187,-11022.36,22984.17,-0.4,104426.06,3.0374,1522.226,-3952.28,,False
2.716,1,-5107.84,-10.9614,-10.287,1,6.482,-10.21,-15.008,3.4394,-2179,-3.4524,6.0857,-11554.83,23071.2,-0.4,103885.32,3.6196,1545.3,-4308.76,,True
0.3254,0,-4991.64,-14.493,-5.1213,1,4.574,-12.875,-8.836,3.977,-2702.1,-2.894,6.532,-12670.56,25415.64,-0.4,103864.56,6.996,1513.25,-4436.76,,True
0.52,0,-4777.7,-11.0055,-4.7391,0,5.5926,-16.69,-14.876,3.3157,-2378.2,-7.37,5.763258,-11617.241,23213.01,-1.4,103837.67,4.504,1500.92,-2412.48,-45.6,True
1.192,0,-6249.64,-12.2793,-7.848,0,6.34,-8.302,-46.54,3.0967,-2882.4,-2.594,6.0483,-11909.52,22891.2,-0.4,103813.66,2.9402,1537.899,-6873.48,,False
1.965,0,-4726.06,-12.9795,-5.502,1,5.4182,-6.72,-1.324,5.999,-2767.54,-1.7818,6.765,-11455.05,22793.34,-1.4,103852.88,4.156,1380.22,-4240.9,-47.7,True
0.9487,0,-4925.3,-11.5752,-4.9845,0,4.164,-10.844,-6.67,4.099,-2853.21,-2.1516,5.9234,-11432.88,21701.94,-1.4,103905.5,4.752,1625.53,-4525.62,,False
0.408,1,-4896.82,-12.6462,-4.013655,0,7.816,-16.573,-3.898,3.8674,-2683.1,-3.928,7.087,-11315.46,23352.81,-1.4,103828.28,2.835,1492.43,-3870.68,-49.44,True
0.1856,0,-4761.226,-17.757,-4.5975,1,6.08,-12.927,-15.322,5.051,-2886.53,-2.0304,5.81263,-12302.46,22660.74,-0.4,103794.52,4.862,1169.42,-4113.48,,False
2.419,1,-8039.44,-10.965,-7.635,0,4.01716,-13.6424,-4.38,3.8918,-1976,-1.9226,5.82325,-11741.88,21682.14,-1.4,103873,2.4966,1502.65,-4501.5,-43.83,True
0.2955,0,-5475.44,-20.682,-7.02,1,4.3302,-8.215,-1.5842,4.458,-2851.84,-2.2258,5.83196,-14666.76,21262.44,-0.4,104176.26,3.5952,1123.82,-4023.28,-39.06,False
0.7523,0,-5485.84,-13.0602,-4.13847,0,6.046,-17.221,-8.206,3.04413,-2801,-3.1456,5.9319,-12435.36,24007.74,-0.4,103904.4,3.7938,1476.79,-5930.28,,True
1.0322,1,-5487.64,-13.77,-7.191,0,3.94416,-6.414,-48.02,7.073,-2703.7,-1.8796,5.80377,-11479.98,18017.64,-1.4,103785.02,2.9474,1565.98,-4334.084,,True
